"sim","N","beta0","beta1","muU","sigmaU","q","access","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle","msg"
"11422-281",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109342142653565,0.305869074492099,-2.24648303973053,0.00113173339550008,0.159965595947451,0.00240820016689,-2.24694038200185,0.00135876293546419,0.074743528172135,0.00200453863302819,-2.24055506744628,0.00352745092193338,0.15356501368363,0.00787958929211342,-2.24673639648602,0.0011610691604328,0.159936796117179,0.00258578700990218,0.444817011430948,""
"11422-282",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109147063147634,0.312008978675645,-2.24625080896988,0.0011287339768737,0.154243536479095,0.00243463144506355,-2.24667151183331,0.00136121294229366,0.0700424453366871,0.0020065620910586,-2.25180187970173,0.00355511801796285,0.156824662329213,0.00790958060892378,-2.24610349473693,0.00114964998356307,0.155193261172141,0.00265360585156885,0.424206337705625,""
"11422-283",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109384200586417,0.289547233091112,-2.24386613359236,0.00112486685517556,0.155541566069343,0.00244490233013569,-2.24372540084051,0.00133473954099678,0.0714689608066897,0.00201196681792789,-2.23989324786742,0.00352953787428494,0.156492968182875,0.00787162983026193,-2.24337365097288,0.00114659425775997,0.156307553389209,0.00269261664291924,0.432991625391283,""
"11422-284",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109380948254689,0.308215297450425,-2.24624662223127,0.00113370051719127,0.158255244319866,0.00239534838322729,-2.24534848947643,0.00136249225956082,0.0714713968647786,0.00200293107648433,-2.25029534621931,0.00366472376104999,0.164379736896683,0.00720749736403914,-2.2463910302595,0.00115825037188844,0.15863019953559,0.00256795247225314,0.445060010102944,""
"11422-285",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109362905678763,0.298992161254199,-2.2439735376169,0.00112572613763379,0.154124540807305,0.00244060340768038,-2.24439534471078,0.00134484631801635,0.0711564259670664,0.00200837133682675,-2.24900412611314,0.00357290895325816,0.162940157687207,0.00766990027025911,-2.24432401554554,0.00115121021559,0.153800737194191,0.00267750584865704,0.442790689370669,""
"11422-286",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.108670996182917,0.303639326453015,-2.24599243537788,0.00111010452710185,0.152697636284741,0.00257956337134979,-2.24474216464093,0.00132938012965233,0.0596562330997003,0.00202299159418909,-2.24321130530213,0.00347675100820605,0.141934867168967,0.00846341041254164,-2.2461332731423,0.00113343536080399,0.152706776151588,0.00281747862461709,0.393119139769864,""
"11422-287",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109219095537742,0.317086834733894,-2.24557045685919,0.00112738817917497,0.155150303505564,0.00243937873987155,-2.24537629075091,0.0013643030029664,0.068163045759217,0.00200501799290173,-2.24748677708605,0.00352263309943746,0.161341970624751,0.00804988104416211,-2.24589657831221,0.00115924843018886,0.154909863627528,0.00261252265098032,0.428312908038681,""
"11422-288",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.10904370991742,0.288173237090505,-2.24566079551786,0.00112222736045069,0.153464977300071,0.00247733784486904,-2.24721984872812,0.00133087567491323,0.073227031915296,0.00201814406142548,-2.24418838125742,0.00356665374703495,0.158979500122979,0.00766270323946803,-2.24584585932089,0.00114804950545152,0.152879135858085,0.00271330266406308,0.439409194376821,""
"11422-289",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109227558588608,0.313259668508287,-2.24428588888883,0.00111864343664839,0.158504188429354,0.00249144096255075,-2.24413047983916,0.00134981608171521,0.0673080238958852,0.00200850076528201,-2.24510229445392,0.00354879904095418,0.155767358780335,0.00780494250125635,-2.24477759377692,0.00114871847696373,0.157364937697251,0.00265730632323509,0.417513499415227,""
"11422-290",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.108937126038964,0.291735084838533,-2.24556441164009,0.00111390591159158,0.157812205214448,0.00253794285533686,-2.24623036265773,0.0013240581819928,0.0694866129070011,0.00202250070068216,-2.24887562056407,0.00354431592853137,0.146655676172834,0.00795066098923076,-2.24591945078801,0.00113616199117486,0.157166001672468,0.00274405352844654,0.418591675399356,""
"11422-291",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109004657090214,0.298235942668137,-2.24530465352027,0.00111791483980031,0.154738387588018,0.00250696554976236,-2.24537387471978,0.0013345612360972,0.067487829763617,0.00201686583102201,-2.24174175994307,0.00362074071685229,0.149840735837507,0.00731910806815296,-2.24548675778681,0.001141782385849,0.153402129594989,0.00280565762575454,0.422926967302175,""
"11422-292",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109060255424647,0.323857302118172,-2.24693568316643,0.00112524351938434,0.158013408022003,0.00245876161426866,-2.24697328682577,0.00136890730616002,0.0680578172141333,0.00200567004282258,-2.24629048559038,0.00350243798499656,0.150940840232296,0.00825464842791339,-2.24697464718522,0.00115342953146204,0.15773568646993,0.00266746018137331,0.41261113542372,""
"11422-293",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109017806235011,0.307436182019978,-2.24622169482818,0.00112190458739354,0.155513979250782,0.00247729251585875,-2.24564332637873,0.00134769134900787,0.0666939328308374,0.00201095032787688,-2.24240028159476,0.00363427259470755,0.154915029518873,0.00726114560410041,-2.24619629917452,0.00114502056427214,0.15563266101246,0.00270129725929314,0.417321038696831,""
"11422-294",2200,-2.245641,0.1549768,-0.7,0.8,0.1,0.5,0.109079382603477,0.316111111111111,-2.24606423506034,0.00112281579944025,0.156708780316218,0.0024724737409627,-2.24677128920597,0.00135821393134366,0.0692194855498803,0.00200796892816891,-2.25011449331188,0.00355894330746967,0.165556590094563,0.00780299293966944,-2.24631432268882,0.00115498874916426,0.156469820102534,0.00270641310937265,0.416954743392956,""
