"sim","N","beta0","beta1","muU","sigmaU","q","avg_prev","fpr","beta0_gs","se_beta0_gs","beta1_gs","se_beta1_gs","beta0_n","se_beta0_n","beta1_n","se_beta1_n","beta0_cc","se_beta0_cc","beta1_cc","se_beta1_cc","beta0_smle","se_beta0_smle","beta1_smle","se_beta1_smle","ppv_smle"
"11422-11",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.11255309225206,0.25,-2.24358129477959,0.00304407216760477,0.150993274229634,0.00475443824901379,-2.24308397882278,0.00351338072724546,0.107911666942248,0.00470739300266028,-2.23406155170765,0.00926879666878314,0.13015196307901,0.0153893176052268,-2.24357704571116,0.00320343759816434,0.150767059433889,0.00455555069159403,0.706657982714924
"11422-12",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111823443967276,0.261538461538462,-2.24164283678664,0.00294796688166711,0.145282330641832,0.00487258944755243,-2.2393865484626,0.00342558073616656,0.0934921924727496,0.00470319570953552,-2.25059448174268,0.00976132091937032,0.139210468466746,0.0150740447702877,-2.24114598529873,0.00301220711828154,0.144944690875857,0.00502279100029234,0.651736164844146
"11422-13",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.113207970829783,0.254166666666667,-2.24117526094051,0.00306686351624138,0.155462113033369,0.00472134314308138,-2.24010939452623,0.00354926865726053,0.111065646939091,0.00470771718990788,-2.23961535406075,0.0089622125843867,0.158690456234571,0.0159675650611684,-2.24073593598838,0.00328055354414118,0.155996451115856,0.00454688055987714,0.703131051836719
"11422-14",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111555118880311,0.270676691729323,-2.24175319647096,0.00291295132278172,0.145375565612207,0.00492122369021237,-2.23911087113629,0.00340634834801604,0.0893847805603929,0.00470151588664207,-2.25183652726286,0.00917430832473629,0.16750460985768,0.0156283302508206,-2.24026646709008,0.00298778961295615,0.148337237801939,0.00525485304252561,0.599666074784081
"11422-15",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.11203296122723,0.216,-2.24805075517623,0.00301507155114061,0.156523466074612,0.00478908241582891,-2.24539745859208,0.00339884403381665,0.110507691833506,0.00469092465913887,-2.26613758140301,0.00981146752942638,0.179593146319121,0.0149900139909762,-2.24640124594059,0.00304875651898098,0.158950979462468,0.00492675922489356,0.689622556371124
"11422-16",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111403081306841,0.232209737827715,-2.24415330476926,0.00291234579938209,0.149206845032912,0.00493268402746288,-2.24243580656,0.00332013318646861,0.098266498327082,0.00470110173940213,-2.24908662258898,0.00994692278542125,0.135750756782112,0.0149278798120352,-2.24546699918789,0.00300987655038682,0.148131618334067,0.00484272955314826,0.688168188599699
"11422-17",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111251941864384,0.256603773584906,-2.24814682931651,0.00292778322642985,0.154635538426465,0.00491982974937209,-2.24725261460286,0.00339498318184723,0.100928729227598,0.00470948108418538,-2.24240113763462,0.00853983644629645,0.163705341511158,0.0176487503800267,-2.24814325548459,0.0031260962051852,0.152677442545004,0.00521876193657242,0.65643669214515
"11422-18",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.112098935653415,0.225806451612903,-2.24732955959662,0.00302753704333164,0.154365741136295,0.004784879433149,-2.24665569737969,0.0034398797152515,0.11177490423751,0.00470073503795596,-2.25076793271645,0.01094941095649,0.160511809012647,0.0147410449181082,-2.24897930320735,0.00316373964353364,0.154860831643844,0.00458471577437823,0.735069149573429
"11422-19",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111488204473624,0.246153846153846,-2.24851748271307,0.00295850132643626,0.156009214829149,0.00487316115081911,-2.24781682253022,0.0034067437510494,0.105776432480669,0.00470712505015853,-2.24341983440038,0.00969503648207375,0.153760905223887,0.014945786655265,-2.24844334020878,0.00307109972308748,0.15640946343433,0.00489848136576946,0.667070864106582
"11422-20",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.112037586844966,0.271255060728745,-2.25421962835998,0.00304181783587365,0.168770706435649,0.00477221316843267,-2.25678840968653,0.00356563349505404,0.122542468562022,0.00473147049108108,-2.25651717153136,0.00938563487466495,0.162803706697678,0.0154088606051694,-2.25536200016525,0.0031618799625659,0.169870708527572,0.00465816348759784,0.688292509037961
"11422-21",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111876023491671,0.253846153846154,-2.24322466286659,0.00295117428982916,0.150824602533614,0.00486507538613604,-2.24421424773019,0.00341663144426035,0.104540318025125,0.00469999790776008,-2.24343788476677,0.00899768607319861,0.140369469274,0.0161000443448632,-2.24422720858408,0.0031130395038722,0.148427516594526,0.00496776554618212,0.688176820348923
"11422-22",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111795882493655,0.209302325581395,-2.24451807686258,0.00296045810537146,0.1503001873237,0.00485308066077871,-2.24497412321345,0.00333057627732759,0.10971417532488,0.0046918067083841,-2.25257467241922,0.00918668919553327,0.178404476312367,0.015630690207454,-2.24491921271194,0.00309694517864459,0.151365048691442,0.00486236336403342,0.709477966740476
"11422-23",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.110834887746429,0.268817204301075,-2.24719722962729,0.00285229135863149,0.157930050682546,0.00506463584759039,-2.24983741444021,0.00334018679837434,0.102359606811298,0.00471393364300361,-2.24572334515386,0.00934171324247786,0.161691582932087,0.0153518569342057,-2.24820621834185,0.00296086750649687,0.155481307091458,0.00520410715342137,0.619983273738624
"11422-24",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.111506287818455,0.261992619926199,-2.24438397010443,0.00289289212268062,0.157518393290964,0.00496017883003428,-2.24491979293774,0.00336768944010936,0.102706596465364,0.00470146546952883,-2.2649524825408,0.00864222717588223,0.159928220652335,0.017880881875419,-2.24502373505081,0.00300541784898783,0.156092688014269,0.00506737251111415,0.640457411762386
"11422-25",390,-2.245641,0.1549768,-0.7,0.4,0.1,0.110477559679384,0.232727272727273,-2.25155718258527,0.00287999033628273,0.156030043928608,0.00502380417861721,-2.25439422698224,0.00329159254685974,0.108959128785208,0.00472137376161922,-2.24969684212959,0.00974277433767353,0.155214529453776,0.0149723296260259,-2.2535252563115,0.00298391661000031,0.153743156324824,0.0051552149796439,0.680198144106025
